Year,Rainfall,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13
11/07/03,11.534719,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
12/07/03,10.541016,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
13/07/03,7.2430396,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
14/07/03,9.075734,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
15/07/03,12.165232,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
16/07/03,11.5099325,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
17/07/03,7.9532223,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
18/07/03,7.8911757,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
19/07/03,8.369585,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
20/07/03,8.519822,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
21/07/03,9.745167,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
22/07/03,8.25482,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
23/07/03,9.743761,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
24/07/03,12.387722,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
25/07/03,10.424648,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
26/07/03,13.659152,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
27/07/03,16.340532,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
28/07/03,14.245241,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
29/07/03,8.184414,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
30/07/03,8.350973,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
31/07/03,8.265089,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
01/08/03,9.349032,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
02/08/03,8.850301,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
03/08/03,6.4203305,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
04/08/03,7.1174293,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
05/08/03,7.0350037,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
06/08/03,7.612385,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
07/08/03,6.753368,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
08/08/03,6.3705597,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
09/08/03,6.367854,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
10/08/03,8.137515,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
11/08/03,7.8505855,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
12/08/03,6.826696,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
13/08/03,7.211861,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
14/08/03,7.461253,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
15/08/03,6.920116,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
16/08/03,4.849868,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
17/08/03,5.025264,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
18/08/03,7.26973,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
19/08/03,9.258158,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
20/08/03,7.456463,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
21/08/03,5.956936,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
22/08/03,7.0140786,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
23/08/03,14.709126,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
24/08/03,12.103215,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
25/08/03,5.679352,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
26/08/03,4.994007,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
27/08/03,8.651876,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
28/08/03,8.563977,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
29/08/03,8.895385,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
30/08/03,7.877715,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
31/08/03,6.1141024,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
01/09/03,6.7060556,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
02/09/03,9.799746,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
03/09/03,8.044138,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
04/09/03,5.68228,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
05/09/03,6.0716834,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
06/09/03,8.970379,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
07/09/03,8.192393,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
08/09/03,6.396885,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
09/09/03,4.6866684,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
10/09/03,5.1267295,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
11/09/03,4.256708,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
12/09/03,3.6609724,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
13/09/03,3.4448893,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
14/09/03,5.3791275,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
15/09/03,6.539564,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
16/09/03,5.732242,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
17/09/03,5.238663,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
18/09/03,6.123524,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
19/09/03,4.940234,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
20/09/03,4.43646,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
21/09/03,4.4675307,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
22/09/03,4.810315,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
23/09/03,6.6289306,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
24/09/03,7.839532,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
25/09/03,7.5681505,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
26/09/03,6.281274,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
27/09/03,5.4684663,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
28/09/03,6.438765,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
29/09/03,5.2644463,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
30/09/03,4.077674,0.21,0.68,0.57,0.7,0.82,1.16,1.41,1.41,0.98,0.64,0.48,-0.03,-0.52
01/06/04,2.1495647,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
02/06/04,2.9438396,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
03/06/04,2.4254951,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
04/06/04,4.0345693,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
05/06/04,2.8808396,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
06/06/04,4.270457,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
07/06/04,3.6199784,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
08/06/04,4.344565,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
09/06/04,5.5626893,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
10/06/04,4.5148983,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
11/06/04,4.6332607,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
12/06/04,5.492341,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
13/06/04,8.998991,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
14/06/04,11.150592,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
15/06/04,11.006677,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
16/06/04,11.628943,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
17/06/04,10.32444,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
18/06/04,9.346422,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
19/06/04,8.690632,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
20/06/04,5.5289006,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
21/06/04,5.9637394,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
22/06/04,4.7263546,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
23/06/04,3.812383,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
24/06/04,3.0055013,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
25/06/04,3.1519253,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
26/06/04,2.5743933,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
27/06/04,3.351706,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
28/06/04,2.8561118,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
29/06/04,4.3023224,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
30/06/04,4.5643234,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
01/07/04,3.1524012,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
02/07/04,5.061809,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
03/07/04,5.793992,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
04/07/04,7.613941,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
05/07/04,8.409365,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
06/07/04,8.006224,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
07/07/04,9.115267,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
08/07/04,11.313956,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
09/07/04,10.391368,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
10/07/04,8.080919,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
11/07/04,7.554889,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
12/07/04,7.6428866,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
13/07/04,5.8234005,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
14/07/04,6.3124666,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
15/07/04,6.217506,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
16/07/04,7.8960924,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
17/07/04,9.701744,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
18/07/04,7.8894086,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
19/07/04,7.0053167,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
20/07/04,6.0390973,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
21/07/04,4.4070005,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
22/07/04,3.3684466,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
23/07/04,4.0675507,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
24/07/04,5.5159307,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
25/07/04,6.9977493,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
26/07/04,6.573575,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
27/07/04,7.5314813,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
28/07/04,8.358302,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
29/07/04,10.359272,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
30/07/04,12.987342,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
31/07/04,10.230704,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
01/08/04,9.431035,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
02/08/04,9.241682,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
03/08/04,14.188053,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
04/08/04,16.721386,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
05/08/04,13.443756,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
06/08/04,11.07644,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
07/08/04,8.847383,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
08/08/04,10.489887,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
09/08/04,10.031284,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
10/08/04,10.006653,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
11/08/04,10.581476,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
12/08/04,9.981465,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
13/08/04,10.134264,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
14/08/04,7.8439307,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
15/08/04,7.790751,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
16/08/04,6.9151587,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
17/08/04,7.087386,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
18/08/04,6.5054445,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
19/08/04,5.7496214,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
20/08/04,6.616632,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
21/08/04,9.361466,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
22/08/04,8.539565,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
23/08/04,9.046406,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
24/08/04,7.0175,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
25/08/04,5.7998114,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
26/08/04,4.819645,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
27/08/04,4.1809554,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
28/08/04,2.7175646,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
29/08/04,2.3580022,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
30/08/04,3.1737201,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
31/08/04,2.113383,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
01/09/04,2.0609236,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
02/09/04,2.7845194,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
03/09/04,2.4037266,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
04/09/04,2.9622214,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
05/09/04,3.6950505,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
06/09/04,5.923836,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
07/09/04,4.911336,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
08/09/04,4.086797,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
09/09/04,4.9519806,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
10/09/04,4.319427,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
11/09/04,4.9709086,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
12/09/04,3.4927666,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
13/09/04,2.9857254,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
14/09/04,3.3263402,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
15/09/04,6.4562426,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
16/09/04,3.6994197,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
17/09/04,3.895197,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
18/09/04,3.9937506,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
19/09/04,4.9282107,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
20/09/04,5.7905507,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
21/09/04,5.324009,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
22/09/04,7.663792,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
23/09/04,3.7255635,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
24/09/04,4.623337,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
25/09/04,5.0404987,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
26/09/04,3.7273555,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
27/09/04,3.0086803,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
28/09/04,2.8877773,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
29/09/04,4.084472,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
30/09/04,2.6279037,-0.52,-0.19,0.14,0.05,0.15,0.46,0.39,0.32,0.26,0.17,-0.1,0.06,0.1
01/06/05,2.7712693,0.1,0.14,0.41,0.66,0.67,0.73,0.62,0.71,0.56,0.26,0.28,0.28,0.3
02/06/05,1.9603008,0.1,0.14,0.41,0.66,0.67,0.73,0.62,0.71,0.56,0.26,0.28,0.28,0.3
03/06/05,1.0802313,0.1,0.14,0.41,0.66,0.67,0.73,0.62,0.71,0.56,0.26,0.28,0.28,0.3
04/06/05,1.0353428,0.1,0.14,0.41,0.66,0.67,0.73,0.62,0.71,0.56,0.26,0.28,0.28,0.3
05/06/05,1.9013242,0.1,0.14,0.41,0.66,0.67,0.73,0.62,0.71,0.56,0.26,0.28,0.28,0.3
06/06/05,1.7017477,0.1,0.14,0.41,0.66,0.67,0.73,0.62,0.71,0.56,0.26,0.28,0.28,0.3
07/06/05,2.0374336,0.1,0.14,0.41,0.66,0.67,0.73,0.62,0.71,0.56,0.26,0.28,0.28,0.3
